title,address,price,link1
1-pokojowe mieszkanie 29m2 + balkon,"ul. Namysłowska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-ID4n2pH
"Komfortowe, dwupokojowe Gocław","ul. Ostrobramska, Gocławek, Praga-Południe, Warszawa, mazowieckie",890 200 zł,/pl/oferta/komfortowe-dwupokojowe-goclaw-ID4nv2S
Kawalerka - idealna pod wynajem -Gocław,"ul. Ostrobramska, Gocławek, Praga-Południe, Warszawa, mazowieckie",646 100 zł,/pl/oferta/kawalerka-idealna-pod-wynajem-goclaw-ID4nv2L
"Mieszkanie, 49,39 m², Warszawa","ul. Wiartel, Służew, Mokotów, Warszawa, mazowieckie",640 000 zł,/pl/oferta/mieszkanie-49-39-m-warszawa-ID4nvhF
Doskonała Lokalizacja!!!,"ul. Raszyńska 32/44, Stara Ochota, Ochota, Warszawa, mazowieckie",685 000 zł,/pl/oferta/doskonala-lokalizacja-ID4nvh5
4-pok mieszkanie 144m +ogród 260m +2 garaże,"ul. Głębocka, Białołęka Dworska, Białołęka, Warszawa, mazowieckie",1 140 000 zł,/pl/oferta/4-pok-mieszkanie-144m-ogrod-260m-2-garaze-ID4mezt
3-pok mieszkanie 112m +taras 37m +garaż Kredyt 2%,"ul. Głębocka, Grodzisk, Białołęka, Warszawa, mazowieckie",799 000 zł,/pl/oferta/3-pok-mieszkanie-112m-taras-37m-garaz-kredyt-2-ID4mezD
49 m2 - 3 pok + garaż - grudzień 2023,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",710 000 zł,/pl/oferta/49-m2-3-pok-garaz-grudzien-2023-ID4nwYG
31/15028/OMS,"ul. Pochyła, Nowodwory, Białołęka, Warszawa, mazowieckie",520 047 zł,/pl/oferta/31-15028-oms-ID4nv6o
Nowa inwestycja na Mokotowie - Dom Hygge Twin,"ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie",1 390 912 zł,/pl/oferta/nowa-inwestycja-na-mokotowie-dom-hygge-twin-ID4nrAC
REZERWACJA 2 pokoje - Wola - po gen. remoncie,"Ulrychów, Wola, Warszawa, mazowieckie",679 000 zł,/pl/oferta/rezerwacja-2-pokoje-wola-po-gen-remoncie-ID4niVH
Bielany/Wrzeciono/Okazja/Awf/2pokoje/37m2/Zieleń/,"Wrzeciono, Bielany, Warszawa, mazowieckie",569 000 zł,/pl/oferta/bielany-wrzeciono-okazja-awf-2pokoje-37m2-zielen-ID4nvpm
Nowa Inwestycja/New Investment,"ul. Kłopot, Powązki, Wola, Warszawa, mazowieckie",1 300 000 zł,/pl/oferta/nowa-inwestycja-new-investment-ID415NJ
"Nowe, oryginalne 42m2 w Wesołej.","Groszówka, Wesoła, Warszawa, mazowieckie",430 000 zł,/pl/oferta/nowe-oryginalne-42m2-w-wesolej-ID4ndbr
"Oryginalne, luksusowo wykończone 56m2! Bez prowizj","Groszówka, Wesoła, Warszawa, mazowieckie",647 000 zł,/pl/oferta/oryginalne-luksusowo-wykonczone-56m2-bez-prowizj-ID4ndbw
2 pok+kuchnia w odnowionej kamienicy,"ul. Dzielna, Muranów, Śródmieście, Warszawa, mazowieckie",850 000 zł,/pl/oferta/2-pok-kuchnia-w-odnowionej-kamienicy-ID4nvk8
3 pokojowe 64 m2 ||  Plan Bankowy || inwestycja ||,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1 070 000 zł,/pl/oferta/3-pokojowe-64-m2-plan-bankowy-inwestycja-ID4nvjq
4-pokojowe mieszkanie 109m2 + ogródek Bez Prowizji,"ul. Figowa, Siekierki, Mokotów, Warszawa, mazowieckie",2 042 601 zł,/pl/oferta/4-pokojowe-mieszkanie-109m2-ogrodek-bez-prowizji-ID4kgva
3-pokojowe mieszkanie 64m2 + balkon Bezpośrednio,"ul. Figowa, Siekierki, Mokotów, Warszawa, mazowieckie",1 206 337 zł,/pl/oferta/3-pokojowe-mieszkanie-64m2-balkon-bezposrednio-ID4kgwq
"ul.Niemcewicza 19, stan deweloperski, 44m2","ul. Juliana Ursyna Niemcewicza, Stara Ochota, Ochota, Warszawa, mazowieckie",921 000 zł,/pl/oferta/ul-niemcewicza-19-stan-deweloperski-44m2-ID4mtye
"Mieszkanie, 158 m², Warszawa","Międzylesie, Wawer, Warszawa, mazowieckie",699 000 zł,/pl/oferta/mieszkanie-158-m-warszawa-ID4nwnj
3-pokojowe mieszkanie 56m2 + balkon Bez Prowizji,"ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie",1 042 530 zł,/pl/oferta/3-pokojowe-mieszkanie-56m2-balkon-bez-prowizji-ID4mTGI
2-pokojowe mieszkanie 60m2 Bez Pośredników,"ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie",1 002 640 zł,/pl/oferta/2-pokojowe-mieszkanie-60m2-bez-posrednikow-ID4mTFB
Dwupokojowe po remoncie w LUX kamienicy.,"ul. Łochowska, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",456 660 zł,/pl/oferta/dwupokojowe-po-remoncie-w-lux-kamienicy-ID4nv2F
5-pokojowe mieszkanie 95m2 + taras Bezpośrednio,"ul. Namysłowska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/5-pokojowe-mieszkanie-95m2-taras-bezposrednio-ID4n2qi
Wysoki Parter / Rozkładowe / Dwustronne,"Powiśle, Śródmieście, Warszawa, mazowieckie",661 500 zł,/pl/oferta/wysoki-parter-rozkladowe-dwustronne-ID4nwY1
"Nowoczesny, dwupoziomowy apartament 109 m2 Wawer","ul. Wiązana, Zerzeń, Wawer, Warszawa, mazowieckie",1 085 500 zł,/pl/oferta/nowoczesny-dwupoziomowy-apartament-109-m2-wawer-ID4ns1H
Cicha okolica Świetna lokalizacja Szczęśliwice,"Stara Ochota, Ochota, Warszawa, mazowieckie",780 000 zł,/pl/oferta/cicha-okolica-swietna-lokalizacja-szczesliwice-ID4nvpb
Dla studentów Trzy pokoje Metro Racławicka,"al. Aleja Niepodległości, Stary Mokotów, Mokotów, Warszawa, mazowieckie",860 000 zł,/pl/oferta/dla-studentow-trzy-pokoje-metro-raclawicka-ID4mNwA
Ulica Kłopot 1 Syp./ Kłopot Street 1Br,"ul. Kłopot, Powązki, Wola, Warszawa, mazowieckie",1 300 000 zł,/pl/oferta/ulica-klopot-1-syp-klopot-street-1br-ID4ak4J
Mennica 1Br/ 1Ba/ 1 Syp./1 Łaz,"ul. Grzybowska, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1 050 000 zł,/pl/oferta/mennica-1br-1ba-1-syp-1-laz-ID4ihAN
"Białołęka, Krokwi, 2 pokoje, 44 m2","ul. Krokwi, Henryków, Białołęka, Warszawa, mazowieckie",630 000 zł,/pl/oferta/bialoleka-krokwi-2-pokoje-44-m2-ID4ne68
"Bezczynszowe, dwupoziomowe 114 m2 z ogródkiem.","Marysin Wawerski, Wawer, Warszawa, mazowieckie",1 097 000 zł,/pl/oferta/bezczynszowe-dwupoziomowe-114-m2-z-ogrodkiem-ID4nd0v
Ustawne/ Zielona okolica/Bazarek/Autobus,"ul. Warszawska, Gołąbki, Ursus, Warszawa, mazowieckie",787 345 zł,/pl/oferta/ustawne-zielona-okolica-bazarek-autobus-ID4n2TY
Cesja/Szybkie oddanie/Ogródek,"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",620 655 zł,/pl/oferta/cesja-szybkie-oddanie-ogrodek-ID4m2Q8
"4 pokoje,do wprowadzenia, przy metrze, Chomiczówka","Chomiczówka, Bielany, Warszawa, mazowieckie",890 000 zł,/pl/oferta/4-pokoje-do-wprowadzenia-przy-metrze-chomiczowka-ID4n6UD
Bezpieczny kredyt 2% | Bez prowizji | Bez Pcc,"ul. Pochyła, Nowodwory, Białołęka, Warszawa, mazowieckie",509 960 zł,/pl/oferta/bezpieczny-kredyt-2-bez-prowizji-bez-pcc-ID4nmVy
"Ostatnie Mieszkanie, parter dużym ogródkiem!!!","Międzylesie, Wawer, Warszawa, mazowieckie",679 000 zł,/pl/oferta/ostatnie-mieszkanie-parter-duzym-ogrodkiem-ID4nhAR
"Mieszkanie 108m2, 5-pokoi+taras, miejsce postojowe","Międzylesie, Wawer, Warszawa, mazowieckie",1 078 000 zł,/pl/oferta/mieszkanie-108m2-5-pokoi-taras-miejsce-postojowe-ID4nhGs
3-pokojowe mieszkanie 52m2 + ogródek Bezpośrednio,"ul. Namysłowska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-52m2-ogrodek-bezposrednio-ID4n2oy
4-pokojowe mieszkanie 85m2 + taras Bez Prowizji,"ul. Namysłowska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-85m2-taras-bez-prowizji-ID4n2pM
Ostatni apartament 4-pokojowy z widokiem na park!,"ul. Dominika Merliniego, Wierzbno, Mokotów, Warszawa, mazowieckie",2 238 000 zł,/pl/oferta/ostatni-apartament-4-pokojowy-z-widokiem-na-park-ID4nvdy
Kabaty_Metro_3 pokoje,"Kabaty, Ursynów, Warszawa, mazowieckie",1 291 534 zł,/pl/oferta/kabaty-metro-3-pokoje-ID4mm5T
"Mieszkanie, 34 m², Warszawa","ul. Jaszowiecka, Sadyba, Mokotów, Warszawa, mazowieckie",580 000 zł,/pl/oferta/mieszkanie-34-m-warszawa-ID4nwXH
"Klimatyczna kamienica w cichej, zielonej okolicy","pl. Plac gen. Józefa Hallera, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",820 000 zł,/pl/oferta/klimatyczna-kamienica-w-cichej-zielonej-okolicy-ID4ldXf
Czteropokojowe na Białołęce w kredycie 2% - OZE,"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie","704 497,50 zł",/pl/oferta/czteropokojowe-na-bialolece-w-kredycie-2-oze-ID4nv69
Stara Ochota. Kamienica . IV piętro bez windy,"ul. Kaliska, Stara Ochota, Ochota, Warszawa, mazowieckie",1 947 000 zł,/pl/oferta/stara-ochota-kamienica-iv-pietro-bez-windy-ID4j473
Trzypokojowe na Białołęce w kredycie 2% - OZE,"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",587 664 zł,/pl/oferta/trzypokojowe-na-bialolece-w-kredycie-2-oze-ID4nv5Z
Mieszkanie z 2 tarasami i 2 miejscami garażowymi,"Chrzanów, Bemowo, Warszawa, mazowieckie",920 000 zł,/pl/oferta/mieszkanie-z-2-tarasami-i-2-miejscami-garazowymi-ID4nvp9
Kawalerka w dobrej lokalizacji pod wynajem!,"Okęcie, Włochy, Warszawa, mazowieckie",450 000 zł,/pl/oferta/kawalerka-w-dobrej-lokalizacji-pod-wynajem-ID4nvpa
3 Pokoje Mokotów / 3 Rooms Mokotów,"ul. Braci Pillatich, Sielce, Mokotów, Warszawa, mazowieckie",695 000 zł,/pl/oferta/3-pokoje-mokotow-3-rooms-mokotow-ID4lYIz
"Nowoczesne , przestronne 70 m2 na Pradze Południe.","Grochów, Praga-Południe, Warszawa, mazowieckie",1 130 000 zł,/pl/oferta/nowoczesne-przestronne-70-m2-na-pradze-poludnie-ID4k1bn
Designerski apartament w Rezydencji Łazienki Park,"ul. 29 Listopada, Ujazdów, Śródmieście, Warszawa, mazowieckie",3 399 000 zł,/pl/oferta/designerski-apartament-w-rezydencji-lazienki-park-ID4npdb
"Gotowe, kameralne osiedle, kredyt 2 %","ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",485 722 zł,/pl/oferta/gotowe-kameralne-osiedle-kredyt-2-ID4nrTT
Metro/Wysoki Standard/Ceniony projekt deweloperski,"ul. Szwedzka, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",975 000 zł,/pl/oferta/metro-wysoki-standard-ceniony-projekt-deweloperski-ID4mzsE
"Perfekcyjne dwa pokoje, wysoki standard","Nowolipki, Wola, Warszawa, mazowieckie",1 350 000 zł,/pl/oferta/perfekcyjne-dwa-pokoje-wysoki-standard-ID4n5rA
2-pokojowe mieszkanie 54m2 + balkon Bezpośrednio,"ul. Figowa, Siekierki, Mokotów, Warszawa, mazowieckie",1 025 882 zł,/pl/oferta/2-pokojowe-mieszkanie-54m2-balkon-bezposrednio-ID4kgvj
"Metro ""Plac Tysiąclecia"" | Skm | Zielona okolica","ul. 1 Maja, Skorosze, Ursus, Warszawa, mazowieckie",659 000 zł,/pl/oferta/metro-plac-tysiaclecia-skm-zielona-okolica-ID4nqzf
Odbiór 1Q 2024 | Bezpieczny kredyt 2% | Okazja!!!,"Gołąbki, Ursus, Warszawa, mazowieckie",497 850 zł,/pl/oferta/odbior-1q-2024-bezpieczny-kredyt-2-okazja-ID4n4Ip
Okazja! Kawalerka w kamienicy,"pl. Plac Artura Zawiszy, Stara Ochota, Ochota, Warszawa, mazowieckie",419 000 zł,/pl/oferta/okazja-kawalerka-w-kamienicy-ID4mPW2
"Mieszkanie, 158 m², Warszawa","Międzylesie, Wawer, Warszawa, mazowieckie",699 000 zł,/pl/oferta/mieszkanie-158-m-warszawa-ID4lU55
3 słoneczne pokoje z tarasem przy Metrze Stokłosy,"ul. Służby Polsce, Ursynów Północny, Ursynów, Warszawa, mazowieckie",830 000 zł,/pl/oferta/3-sloneczne-pokoje-z-tarasem-przy-metrze-stoklosy-ID4nwIJ
Mieszkania bezczynszowe z ogródkami Warszawa Wawer,"Nadwiśle, Wawer, Warszawa, mazowieckie",700 000 zł,/pl/oferta/mieszkania-bezczynszowe-z-ogrodkami-warszawa-wawer-ID4n0Wt
4-pokojowy apartament 127m2 + balkon,"ul. Ogrodowa, Mirów, Wola, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowy-apartament-127m2-balkon-ID4l3rB
1-pokojowe mieszkanie 29m2 + balkon,"ul. Namysłowska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-ID4n2ox
2 pokoje_duży balkon na zachód_Metro,"Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",881 328 zł,/pl/oferta/2-pokoje-duzy-balkon-na-zachod-metro-ID4mlX2
Ogródek/Sady Żoliborskie/Da Wejścia,"ul. Powązkowska, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",1 950 000 zł,/pl/oferta/ogrodek-sady-zoliborskie-da-wejscia-ID4m1p9
Do Wejścia/Blisko Tramwaj/Wola Park,"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",775 000 zł,/pl/oferta/do-wejscia-blisko-tramwaj-wola-park-ID4ngwO
Do Remontu/100 M od Metra/Na Wynajem,"ul. Malborska, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",750 000 zł,/pl/oferta/do-remontu-100-m-od-metra-na-wynajem-ID4ntI8
Mieszkanie 2-Pokojowe z Dużym Tarasem,"ul. Nasielska, Grochów, Praga-Południe, Warszawa, mazowieckie",790 000 zł,/pl/oferta/mieszkanie-2-pokojowe-z-duzym-tarasem-ID4njHq
Royal Wilanow 123 m (4 pokoje),"ul. Krzysztofa Kieślowskiego, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",2 644 500 zł,/pl/oferta/royal-wilanow-123-m-4-pokoje-ID4n4YE
"Metro Centrum / 1 Pokój / Kamienica / 32,19m2 / Kw","Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",620 000 zł,/pl/oferta/metro-centrum-1-pokoj-kamienica-32-19m2-kw-ID4mZX3
Targówek | 2 Pokoje | 55m2 | Apartament 2012r | Kw,"ul. Ponarska, Elsnerów, Targówek, Warszawa, mazowieckie",685 000 zł,/pl/oferta/targowek-2-pokoje-55m2-apartament-2012r-kw-ID4nqmL
Mieszkanie na Żoliborzu z trzema sypialniami!,"ul. Przasnyska, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",2 000 000 zł,/pl/oferta/mieszkanie-na-zoliborzu-z-trzema-sypialniami-ID4nwML
Warszawa Wawrzyszew ul. Kasprowicza Metro Młociny,"ul. Jana Kasprowicza, Wawrzyszew, Bielany, Warszawa, mazowieckie",1 230 000 zł,/pl/oferta/warszawa-wawrzyszew-ul-kasprowicza-metro-mlociny-ID4nwLd
Super Cena 3 pokojowe mieszkanie Ursus Niedźwiadek,"Niedźwiadek, Ursus, Warszawa, mazowieckie",599 000 zł,/pl/oferta/super-cena-3-pokojowe-mieszkanie-ursus-niedzwiadek-ID4kJLJ
Inwestycyjny Hit - 87m2 w bezpiecznym kredycie 2%,"ul. Apoloniusza Kędzierskiego, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",799 000 zł,/pl/oferta/inwestycyjny-hit-87m2-w-bezpiecznym-kredycie-2-ID4mhjs
Twoje Dwupoziomowe M4 w Idealnej Lokalizacji,"Grochów, Praga-Południe, Warszawa, mazowieckie",999 000 zł,/pl/oferta/twoje-dwupoziomowe-m4-w-idealnej-lokalizacji-ID4ng3f
"2 pokoje, Saska Kępa, ul. Międzynarodowa","ul. Międzynarodowa, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",720 000 zł,/pl/oferta/2-pokoje-saska-kepa-ul-miedzynarodowa-ID4iYpP
3 pokojowe mieszkanie na Targówku przy metrze!,"ul. ks. Piotra Skargi, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",715 000 zł,/pl/oferta/3-pokojowe-mieszkanie-na-targowku-przy-metrze-ID4nwDz
"Odbiór 12.2023/3 pok/59,06/Ursus","Herbu Oksa 20, Szamoty, Ursus, Warszawa, mazowieckie",735 000 zł,/pl/oferta/odbior-12-2023-3-pok-59-06-ursus-ID4nwIt
Gotowie inwestycyjny | Okazja,"ul. Jana Kochanowskiego, Piaski, Bielany, Warszawa, mazowieckie",739 999 zł,/pl/oferta/gotowie-inwestycyjny-okazja-ID4nvdr
Mieszkanie z inwestycyjne na 10 kawalerek,"ul. Figara, Zacisze, Targówek, Warszawa, mazowieckie",1 599 000 zł,/pl/oferta/mieszkanie-z-inwestycyjne-na-10-kawalerek-ID4nwXx
mieszkanie przy ul. Barei,"ul. Stanisława Barei, Nowodwory, Białołęka, Warszawa, mazowieckie",590 000 zł,/pl/oferta/mieszkanie-przy-ul-barei-ID4nv5W
2 pokojowe mieszkanie nieopodal Rezerwatu przyrody,"ul. Żeglugi Wiślanej, Kobiałka, Białołęka, Warszawa, mazowieckie",550 000 zł,/pl/oferta/2-pokojowe-mieszkanie-nieopodal-rezerwatu-przyrody-ID4nv5N
"Mieszkanie 3 pokojowe z m-cem parking ""Balaton""","Gocław, Praga-Południe, Warszawa, mazowieckie",864 000 zł,/pl/oferta/mieszkanie-3-pokojowe-z-m-cem-parking-balaton-ID4gE6y
Kawalerka w spokojnej okolicy,"Niedźwiadek, Ursus, Warszawa, mazowieckie",475 000 zł,/pl/oferta/kawalerka-w-spokojnej-okolicy-ID4nvoH
Ostatnie mieszkanie z widokiem na jezioro w Wawrze,"ul. Przygodna, Zerzeń, Wawer, Warszawa, mazowieckie",799 000 zł,/pl/oferta/ostatnie-mieszkanie-z-widokiem-na-jezioro-w-wawrze-ID4k0eQ
TOP Bezpośrednio Mieszkanie inwestycyjne,"ul. Pilchowicka, Okęcie, Włochy, Warszawa, mazowieckie",799 000 zł,/pl/oferta/top-bezposrednio-mieszkanie-inwestycyjne-ID4nie9
Apartament ze słonecznym tarasem | Las Kabacki,"Natolin, Ursynów, Warszawa, mazowieckie",3 730 500 zł,/pl/oferta/apartament-ze-slonecznym-tarasem-las-kabacki-ID4nwLX
Apartament na Białołęce w sercu zielonych bulwarów,"ul. Sprawna, Nowodwory, Białołęka, Warszawa, mazowieckie",999 000 zł,/pl/oferta/apartament-na-bialolece-w-sercu-zielonych-bulwarow-ID4nwLV
2-pokojowy apartament z garderobą na zamkniętym os,"Koło, Wola, Warszawa, mazowieckie",990 000 zł,/pl/oferta/2-pokojowy-apartament-z-garderoba-na-zamknietym-os-ID4nflM
Stary Mokotów * Kamienica * 3 M wysokości,"ul. Jarosława Dąbrowskiego, Stary Mokotów, Mokotów, Warszawa, mazowieckie",556 000 zł,/pl/oferta/stary-mokotow-kamienica-3-m-wysokosci-ID4nvrB
2 mieszkania w 1! 3 pokoje i kawalerka Unikat,"ul. Nałęczowska, Sadyba, Mokotów, Warszawa, mazowieckie",1 290 000 zł,/pl/oferta/2-mieszkania-w-1-3-pokoje-i-kawalerka-unikat-ID4mDNB
Piękne mieszkanie z oddzielną kuchnią bez PCC,"Pelcowizna, Praga-Północ, Warszawa, mazowieckie",1 197 747 zł,/pl/oferta/piekne-mieszkanie-z-oddzielna-kuchnia-bez-pcc-ID4ncEf
"Mieszkanie, 158 m², Warszawa","Międzylesie, Wawer, Warszawa, mazowieckie",699 000 zł,/pl/oferta/mieszkanie-158-m-warszawa-ID4m8nZ
ciche M2 w centrum M.Wilanów *garaż komórka *klima,"al. Aleja Rzeczypospolitej 29, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",849 000 zł,/pl/oferta/ciche-m2-w-centrum-m-wilanow-garaz-komorka-klima-ID4n1bt
2-pokojowe mieszkanie 36m2 + ogródek Bezpośrednio,"ul. Namysłowska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/2-pokojowe-mieszkanie-36m2-ogrodek-bezposrednio-ID4n2oq
Apartament na Górnym Mokotowie metro Wilanowska,"ul. Bukowińska, Ksawerów, Mokotów, Warszawa, mazowieckie",1 387 600 zł,/pl/oferta/apartament-na-gornym-mokotowie-metro-wilanowska-ID4nhIh
"Miasteczko Wilanów, 2 pokoje ,umeblowane, garaż","Powsinek, Wilanów, Warszawa, mazowieckie",1 130 000 zł,/pl/oferta/miasteczko-wilanow-2-pokoje-umeblowane-garaz-ID4mhTq
Dwupokojowe na Białołęce w kredycie 2% - OZE,"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",429 536 zł,/pl/oferta/dwupokojowe-na-bialolece-w-kredycie-2-oze-ID4nv5G
*2 Pokoje*Do Wejścia*Metro*,"ul. Szymona Askenazego, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",620 000 zł,/pl/oferta/2-pokojedo-wejsciametro-ID4nvoe
"Trzypokojowe mieszkanie 74,24 mkw Kijowska 7","ul. Kijowska, Stara Praga, Praga-Północ, Warszawa, mazowieckie",1 250 000 zł,/pl/oferta/trzypokojowe-mieszkanie-74-24-mkw-kijowska-7-ID4nwLT
Mieszkanie 2-pokojowe w Warszawskiej kamienicy,"ul. Łochowska, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",460 000 zł,/pl/oferta/mieszkanie-2-pokojowe-w-warszawskiej-kamienicy-ID4nvrA
2-pokojowe mieszkanie na Ochocie,"Rakowiec, Ochota, Warszawa, mazowieckie",640 000 zł,/pl/oferta/2-pokojowe-mieszkanie-na-ochocie-ID4nwnl
Bezpośrednio 2 pok./loggia/kuchnia/piwnica/kom.lok,"Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",685 000 zł,/pl/oferta/bezposrednio-2-pok-loggia-kuchnia-piwnica-kom-lok-ID4nj3S
Perełka na rynku kawalerek. SUPER !,"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",699 000 zł,/pl/oferta/perelka-na-rynku-kawalerek-super-ID4nqje
Jasne i ciche mieszkanie na Stegnach!,"ul. św. Bonifacego, Stegny, Mokotów, Warszawa, mazowieckie",850 000 zł,/pl/oferta/jasne-i-ciche-mieszkanie-na-stegnach-ID4npum
3 pokoje na Cybernetyki - garaż w cenie -OKAZJA,"ul. Komputerowa 9, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1 080 000 zł,/pl/oferta/3-pokoje-na-cybernetyki-garaz-w-cenie-okazja-ID4nwRT
Bezpośrednio 55 m na Bielanach,"ul. Pabla Nerudy, Chomiczówka, Bielany, Warszawa, mazowieckie",687 000 zł,/pl/oferta/bezposrednio-55-m-na-bielanach-ID4nwDb
4-pokojowe mieszkanie 110m2 + ogródek Bez Prowizji,"ul. Figowa, Siekierki, Mokotów, Warszawa, mazowieckie",2 100 640 zł,/pl/oferta/4-pokojowe-mieszkanie-110m2-ogrodek-bez-prowizji-ID4kgvA
"Stary Mokotów, Różana, 59 m2, 2 pok.","Stary Mokotów, Mokotów, Warszawa, mazowieckie",895 600 zł,/pl/oferta/stary-mokotow-rozana-59-m2-2-pok-ID4nvcN
Klucze już we wrześniu 2023!,"ul. Winorośli, Nowodwory, Białołęka, Warszawa, mazowieckie",499 000 zł,/pl/oferta/klucze-juz-we-wrzesniu-2023-ID4lY10
"CESJA! 3 pokoje, klucze już we wrześniu 2023!","ul. Winorośli, Nowodwory, Białołęka, Warszawa, mazowieckie",630 000 zł,/pl/oferta/cesja-3-pokoje-klucze-juz-we-wrzesniu-2023-ID4lY1x
Bemowo | 2 pok | Oddzielna kuchnia | Piękny widok,"ul. Batalionów Chłopskich, Chrzanów, Bemowo, Warszawa, mazowieckie",760 000 zł,/pl/oferta/bemowo-2-pok-oddzielna-kuchnia-piekny-widok-ID4niUb
Zielona okolica | Zamknięte osiedle | Do wejścia,"ul. Jerzego Waldorffa, Fort Bema, Bemowo, Warszawa, mazowieckie",688 000 zł,/pl/oferta/zielona-okolica-zamkniete-osiedle-do-wejscia-ID4nwLU
2-pokojowe mieszkanie na Ochocie,"Stara Ochota, Ochota, Warszawa, mazowieckie",777 000 zł,/pl/oferta/2-pokojowe-mieszkanie-na-ochocie-ID4niR9
Sprzedam bezpośrednio 89 m Mokotów-Komputerowa,"ul. Komputerowa, Służewiec, Mokotów, Warszawa, mazowieckie",1 550 000 zł,/pl/oferta/sprzedam-bezposrednio-89-m-mokotow-komputerowa-ID4821o
OKAZJA! Poddasze 138 m2 z potencjałem na Mokotowie,"ul. Podchorążych, Sielce, Mokotów, Warszawa, mazowieckie",665 000 zł,/pl/oferta/okazja-poddasze-138-m2-z-potencjalem-na-mokotowie-ID4nphy
"Trzy pokoje, w świetnej lokalizacji.","Grochów, Praga-Południe, Warszawa, mazowieckie",580 000 zł,/pl/oferta/trzy-pokoje-w-swietnej-lokalizacji-ID4lK4l
Ciche i słoneczne 2 pokoje przy Promenadzie,"ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",699 000 zł,/pl/oferta/ciche-i-sloneczne-2-pokoje-przy-promenadzie-ID4nl4J
Na sprzedaż I Bez Prowizji | 1 pok. | wykończone |,"ul. Kurantów, Jeziorki Południowe, Ursynów, Warszawa, mazowieckie",529 999 zł,/pl/oferta/na-sprzedaz-i-bez-prowizji-1-pok-wykonczone-ID4mPVT
*2 Pokoje*Garaż*Do Wejścia*,"ul. Skarbka z Gór, Grodzisk, Białołęka, Warszawa, mazowieckie",480 000 zł,/pl/oferta/2-pokojegarazdo-wejscia-ID4nwSb
"Dwupoziomowe, jasne, przestronne przy Balatonie","Gocław, Praga-Południe, Warszawa, mazowieckie",1 800 000 zł,/pl/oferta/dwupoziomowe-jasne-przestronne-przy-balatonie-ID4nwIg
Nowe 2-pokojowe mieszkanie Miasteczko Greenwood,"Pavarottiego, Kobiałka, Białołęka, Warszawa, mazowieckie",598 000 zł,/pl/oferta/nowe-2-pokojowe-mieszkanie-miasteczko-greenwood-ID4nrA6
3-pokojowy apartament 67m2 + loggia Bezpośrednio,"ul. Ogrodowa, Mirów, Wola, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowy-apartament-67m2-loggia-bezposrednio-ID4l3rs
